item_id,order_id,product_id,quantity,unit_price,discount_percent
117,305,118,1,8024.52,2
118,394,476,2,25635.55,39
120,455,173,4,28803.79,32
121,106,156,1,16227.84,17
122,857,127,3,53716.86,11
123,107,339,3,12797.46,30
124,207,221,2,15210.56,31
125,624,58,1,40169.96,35
127,1084,310,3,14371.31,17
129,391,99,4,55537.49,4
130,703,155,4,59379.71,12
131,315,23,2,11583.23,35
132,1148,500,3,53705.29,28
133,241,467,4,4155.74,26
134,1032,405,1,10099.41,17
135,265,149,1,57352.6,3
136,390,380,4,29752.05,34
137,154,85,4,45068.59,24
138,800,206,-5,16362.5,11
139,1172,112,5,41833.63,32
140,1076,133,3,51163.26,18
142,81,328,2,56528.56,17
143,554,448,1,38580.55,15
144,431,274,1,183.86,22
145,756,167,1,56791.03,35
146,274,210,5,17764.23,3
147,22,422,3,13234.85,17
148,33,276,5,6475.92,24
149,528,446,5,33097.58,28
150,551,105,5,37825.06,25
151,475,374,4,22181.54,30
152,372,236,2,48954.32,11
153,1005,483,2,38889.1,1
155,148,219,2,27355.95,25
156,1079,71,1,36237.28,24
157,226,424,1,45830.4,2
158,172,138,-2,56322.04,38
159,20,491,1,32587.97,21
160,175,104,2,28877.48,36
161,335,158,3,28786.61,15
162,548,322,5,7472.22,2
163,608,53,5,53198.77,26
164,460,13,2,25685.41,9
165,588,116,4,41237.3,7
166,226,115,1,57392.34,18
167,684,61,3,55406.84,5
168,310,92,4,31875.79,38
169,871,77,3,37523.02,18
170,213,139,4,39737.73,16
171,157,404,1,51716.67,9
172,301,164,2,23496.91,30
173,232,296,4,57579.16,17
174,662,66,2,46075.37,22
175,869,247,4,36144.41,40
176,504,197,4,33005.42,34
177,1091,275,2,23139.17,37
178,1080,296,2,42215.29,15
179,417,436,1,21807.67,30
180,226,31,3,21715.43,8
181,296,428,5,58311.99,26
182,460,29,2,7122.42,9
183,54,357,4,22363.89,6
184,152,245,5,52241.57,1
185,290,41,2,4716.21,36
186,853,77,2,28238.91,8
187,614,241,4,43381.19,28
188,28,147,1,9437.65,2
189,356,258,2,750.97,27
190,931,284,3,55157.1,32
191,466,217,2,16382.47,5
192,257,381,2,24084.11,3
193,377,422,5,36344.5,4
194,960,245,3,39196.73,25
195,338,28,3,38834.17,12
196,214,40,-3,36231.09,21
197,578,84,5,6477.23,13
198,634,97,5,12183.38,2
199,175,292,5,2787.98,30
200,645,48,3,607.88,22
201,816,257,2,18936.9,25
202,266,360,1,19945.96,32
203,308,13,5,47784.55,30
204,77,149,2,9177.11,29
205,192,488,2,53075.68,9
206,330,494,5,31026.42,38
207,700,230,2,20407.34,23
208,883,21,4,14422.73,39
209,313,291,4,5934.62,0
210,634,281,1,29984.84,29
211,606,83,1,16879.03,23
212,146,92,4,15550.85,30
213,906,333,2,56395.79,36
214,745,440,3,24116.26,39
215,265,226,3,30797.51,39
216,766,43,4,30405.95,16
217,88,318,1,44488.45,15
218,1149,5,2,51198.28,18
219,1168,205,1,13460.77,29
220,715,239,4,38584.82,29
221,370,375,1,55055.88,25
222,409,206,3,3961.84,21
223,996,109,4,6948.15,29
224,319,486,4,8816.28,13
225,65,308,4,3837.78,23
226,970,110,1,12768.42,1
227,867,139,3,38177.67,5
228,561,208,1,17970.37,28
229,1075,110,3,11126.29,3
230,878,176,3,9955.54,22
231,987,244,5,41360.95,10
232,895,182,5,23409.36,0
233,407,40,5,37029.09,20
234,649,8,2,53800.42,9
235,649,59,4,15841.88,0
236,258,325,4,38371.09,37
237,448,382,2,25268.55,34
238,774,111,3,12664.81,12
239,1182,490,-1,22278.36,23
240,629,258,1,41989.1,29
241,721,181,5,25608.37,21
242,361,235,4,22449.98,35
243,1112,224,4,17173.17,27
244,204,45,1,5469.31,1
245,843,54,4,45021.63,39
247,862,109,2,46635.13,35
248,401,439,4,57038.03,22
249,951,212,4,555.55,23
250,1040,146,3,52788.47,16
251,850,345,2,349.04,26
252,54,79,3,50462.1,33
253,651,172,2,57553.72,27
254,802,99,5,38701.62,3
255,1184,220,2,56369.56,24
256,356,207,3,31084.9,27
257,259,259,1,37923.32,25
258,533,429,5,9627.28,20
259,192,14,4,791.13,37
260,1114,472,1,34350.45,1
261,268,233,3,11274.65,14
262,1097,431,2,43606.13,24
263,106,141,-1,56105.06,40
264,1187,444,1,6744.8,38
266,741,468,2,23508.93,31
267,848,38,4,57557.11,4
268,860,193,3,38049.75,28
269,369,153,1,54227.93,36
270,65,61,3,59625.0,30
271,1120,3,2,31352.74,16
272,395,311,1,32203.66,33
273,313,111,-3,6975.83,13
274,284,113,1,43691.86,8
275,987,103,1,20978.35,35
276,957,382,4,26220.11,25
277,513,89,2,41254.74,17
278,211,299,5,18763.95,13
279,1000,222,4,25481.87,17
280,221,311,4,25815.85,36
281,132,231,2,53378.04,32
282,840,151,5,49618.52,33
283,62,59,2,48561.52,27
284,733,126,1,12989.53,23
285,644,63,1,19183.49,0
286,438,239,5,47734.84,14
287,790,146,5,12809.29,13
288,570,367,5,56781.64,4
289,864,350,4,19135.22,20
290,102,411,4,29969.19,17
291,255,232,2,36125.7,37
292,1181,11,3,1168.39,36
293,946,146,2,50514.41,25
294,1093,471,5,2443.3,1
295,195,425,4,43422.89,17
296,709,205,1,33431.37,20
297,97,202,3,41817.77,29
298,249,432,-3,56268.45,6
299,98,423,1,8410.19,20
300,893,116,2,5372.2,23
302,624,39,3,19826.81,39
303,778,139,2,55499.02,37
304,259,164,2,45206.79,26
305,251,268,5,14507.35,30
306,575,165,4,13627.25,16
307,170,181,5,50148.97,15
309,27,344,2,28142.21,24
311,642,390,3,42539.89,9
312,217,469,2,13205.21,23
313,927,445,5,30856.5,25
314,570,217,2,41207.33,36
315,302,237,-1,44727.06,15
316,944,96,3,1812.32,33
318,813,258,4,30524.82,3
319,758,51,1,38952.44,27
320,388,207,2,35683.54,33
321,1063,222,1,40901.52,15
322,450,59,1,53714.0,36
323,135,273,1,16600.02,39
324,829,201,4,6168.13,17
325,351,403,2,20923.22,18
326,590,376,1,5745.13,32
327,977,379,3,51168.58,15
329,27,342,4,25732.56,1
330,541,452,1,10326.43,0
331,971,299,1,29349.61,15
332,93,420,1,34079.28,18
333,1076,258,2,45324.05,6
336,684,457,5,46494.13,38
338,841,439,2,39596.08,9
339,64,126,5,44486.64,27
340,183,100,4,38360.15,17
341,1116,461,4,59241.17,33
342,715,455,3,23522.47,26
343,566,159,2,2561.89,33
344,252,222,4,34043.08,22
345,18,256,2,28032.42,9
346,594,320,5,39892.79,19
347,133,410,3,1033.98,2
348,253,28,4,18418.71,27
349,2,26,3,8349.36,18
351,293,376,2,25979.84,5
352,66,243,3,14998.84,40
353,818,496,1,53592.72,19
354,355,289,4,40767.5,20
355,286,350,2,15076.22,26
356,617,157,1,17910.32,40
357,376,193,4,5852.93,33
358,642,258,3,28155.89,27
359,841,237,1,54762.24,1
360,863,46,2,36950.99,19
361,1189,263,3,7723.76,34
362,601,28,4,7643.56,0
363,1061,236,1,5171.08,17
364,220,171,5,5934.2,18
365,679,443,1,7374.42,37
366,109,360,2,31024.22,35
367,1015,70,2,53713.64,40
368,617,322,3,43176.61,0
369,412,59,1,102.14,38
370,1065,50,-2,12337.19,30
371,1036,228,4,3433.62,7
372,991,95,2,50519.08,34
373,900,440,5,7479.47,9
374,379,73,2,10329.45,34
375,984,149,3,40085.38,37
376,564,201,4,41889.4,6
377,871,76,1,17076.99,7
378,23,298,3,2141.6,39
379,727,493,2,28127.64,29
380,325,184,5,51364.79,32
381,1076,200,5,3859.67,9
382,1154,174,4,42939.42,8
383,621,473,4,4185.79,30
384,967,311,2,34604.73,32
386,713,300,5,49810.19,4
387,326,119,1,39949.13,31
388,976,166,2,58881.57,15
389,357,373,4,45373.25,26
390,127,314,3,6956.98,4
391,767,311,1,55420.7,20
392,921,194,2,59333.36,36
393,401,130,4,26307.14,18
394,332,223,5,48539.47,12
395,50,323,1,12292.02,8
396,737,397,4,34140.87,4
397,1082,255,2,49960.93,36
399,138,225,4,37565.69,4
400,261,401,5,17963.8,7
401,106,308,5,19922.1,14
402,594,473,3,23486.54,22
403,324,496,3,4579.15,36
404,1061,478,5,30052.82,25
405,1119,358,1,35008.07,16
406,67,174,4,15726.78,21
407,122,72,2,32870.53,21
408,128,121,4,4467.42,36
409,73,178,1,56999.48,38
410,166,455,5,28778.41,8
412,884,245,-3,46914.36,14
413,114,14,2,32097.73,24
414,38,283,4,3223.21,24
415,881,360,4,33017.74,7
416,754,181,2,20653.23,3
417,189,302,1,13704.84,34
418,31,448,2,48776.05,4
419,899,93,3,2718.79,22
421,158,40,3,56308.37,13
422,732,460,2,26668.16,19
423,1130,150,2,31657.97,17
424,1109,258,1,3334.45,26
425,996,144,1,12292.94,8
428,44,256,1,16290.88,37
429,174,31,3,51289.0,24
430,784,197,4,2760.49,13
431,883,273,1,39658.11,2
432,713,480,1,54612.23,21
433,538,415,5,13070.99,1
434,889,444,4,46978.5,3
435,1134,199,3,51524.99,34
436,1173,369,5,46163.84,16
437,781,240,2,7999.18,0
438,562,44,2,46303.22,18
439,809,20,5,16528.77,17
440,26,64,3,34149.62,20
441,367,228,4,1134.27,0
442,735,246,5,13148.77,3
444,529,393,3,15646.49,31
445,358,76,5,39393.09,14
446,79,95,5,51648.16,37
447,1134,368,2,3742.69,16
448,34,348,3,32472.44,2
449,717,56,1,30465.58,7
450,486,105,3,34264.92,26
451,874,449,3,8670.46,20
452,738,172,4,53853.79,23
453,603,319,1,9702.74,2
454,308,467,5,1629.56,38
455,642,262,5,47029.68,22
456,776,426,5,2052.71,9
457,161,490,1,57521.65,14
458,1177,323,5,44063.68,34
459,1081,409,1,36465.41,33
460,650,138,2,50176.94,18
461,674,125,3,13930.35,20
462,237,355,2,26755.95,26
463,721,287,5,4678.98,23
464,472,230,4,13862.82,8
465,502,398,4,40478.9,8
466,588,175,3,7166.04,26
467,304,295,4,37994.52,12
468,930,8,2,7335.25,16
469,963,381,1,7671.24,2
470,50,354,2,59397.02,8
471,1085,471,4,54265.2,22
472,1141,124,3,7229.88,21
473,221,370,1,4517.78,22
474,838,323,4,44467.78,27
475,978,359,2,44033.24,37
477,929,195,3,26371.36,32
478,573,484,1,14012.59,31
479,1156,266,5,34831.71,27
481,432,221,5,16767.55,39
482,712,146,2,7201.21,17
483,459,454,2,17379.88,16
484,218,474,2,40019.37,9
486,82,492,-5,32321.16,12
487,53,190,2,16982.07,36
488,912,267,2,49879.17,18
489,246,228,4,29646.01,5
490,571,375,1,58109.53,5
491,456,373,1,19694.23,32
492,929,323,5,40357.68,4
493,645,457,1,26059.32,33
494,1144,339,-1,56956.03,40
495,281,301,4,52339.68,14
497,579,68,2,38122.89,5
498,439,2,4,4128.95,35
499,365,20,4,41310.1,39
500,1196,121,3,29105.56,11
501,475,449,3,40111.75,31
502,804,307,3,32650.46,18
503,231,494,3,25233.68,28
504,871,60,2,27937.68,20
505,712,357,4,42318.65,30
506,1002,308,4,41264.59,1
507,1040,111,4,3742.12,20
508,651,211,4,48560.93,27
509,112,138,4,43718.39,21
510,94,158,4,24647.71,36
511,1098,106,1,56877.88,39
512,265,310,5,1293.2,1
513,185,400,3,54742.49,35
514,101,266,2,21789.66,12
515,1098,203,2,17482.23,10
516,679,212,2,33221.78,15
517,74,433,1,45331.8,33
518,815,406,4,2632.88,18
519,472,324,2,2123.3,7
520,774,336,4,7958.47,17
521,157,38,-5,43354.56,26
522,1110,310,2,5823.84,37
523,398,426,5,51572.25,20
524,48,155,3,27588.45,6
525,1181,242,4,17545.2,5
526,833,288,3,29052.64,34
527,784,9,4,43680.69,23
528,222,232,2,34714.98,1
530,681,74,1,5813.8,10
531,1004,304,2,5124.94,25
532,970,268,5,45658.84,3
533,517,211,3,44456.62,9
534,1158,307,4,52298.53,17
535,1152,407,4,32780.77,20
536,483,165,4,42561.2,32
537,167,472,1,25599.55,4
538,28,83,5,44914.11,10
539,233,20,4,29761.55,40
540,998,72,5,25147.03,0
541,892,151,3,31396.56,39
543,761,266,5,15149.24,29
544,677,475,-2,9937.87,30
545,853,92,2,28282.56,0
546,385,103,1,32310.12,21
547,960,305,2,4099.64,40
548,463,177,1,55679.98,17
549,873,300,3,22099.76,25
550,1150,278,2,4740.82,9
551,444,144,2,15849.96,6
552,1070,301,4,19876.6,37
553,970,108,2,259.98,14
554,188,476,5,8874.85,10
555,1,166,1,53767.61,3
556,901,218,4,19692.65,32
557,494,287,4,22700.84,24
558,728,160,5,19086.62,5
559,439,490,2,56734.85,17
560,896,287,4,29456.6,16
561,1143,461,-4,39160.32,11
562,749,438,4,46267.61,22
563,438,316,5,52590.06,12
564,367,478,1,11830.58,23
565,12,301,3,19774.25,23
566,1030,472,1,36445.79,2
567,981,204,1,59744.7,16
568,118,498,5,49417.21,30
569,931,252,2,28459.56,34
570,79,190,1,36813.94,9
571,363,446,2,5061.19,7
572,128,161,1,51487.63,17
573,398,336,5,44273.47,21
574,649,460,2,54352.91,37
575,751,265,1,56438.66,25
576,126,34,2,49520.35,32
578,1036,210,2,38154.45,0
579,1149,180,1,20553.0,36
580,177,290,4,5380.9,5
581,177,96,3,35509.8,1
582,22,112,3,27674.91,15
583,392,383,2,18698.18,24
584,365,143,2,33945.89,26
586,901,136,1,29444.15,37
587,1072,231,2,2300.19,37
588,1102,292,2,59625.96,27
589,592,107,3,42009.26,32
590,551,47,5,46427.2,16
591,535,17,1,31070.09,40
592,287,240,5,19447.16,36
593,70,166,1,37805.38,0
594,974,172,3,38908.09,6
595,734,157,2,28063.79,11
596,900,415,5,27441.1,36
597,818,243,2,15229.23,23
598,989,348,4,18080.38,14
599,1039,56,4,25611.06,17
600,821,304,1,9925.16,10
601,1074,102,5,45135.82,8
602,111,497,1,18625.49,9
604,353,155,3,4914.48,15
605,895,47,2,9332.86,35
606,767,3,4,9643.86,6
607,808,358,2,54778.7,24
608,498,391,1,23315.68,20
609,274,205,3,53891.48,27
610,1094,37,-3,29349.73,37
611,365,394,2,22211.04,21
612,4,313,5,45125.9,4
614,696,197,2,25600.11,18
615,985,18,3,57514.91,26
616,816,350,5,50070.53,29
617,710,352,1,39386.53,25
618,26,83,3,7811.5,32
619,932,6,4,39263.65,25
620,112,156,4,15593.08,40
621,923,258,3,46882.11,21
622,748,58,2,58846.0,34
624,1055,417,5,43684.96,29
625,952,145,1,7380.93,31
626,103,456,5,41214.62,16
627,607,393,1,32610.64,11
628,855,9,4,19545.49,40
629,229,183,1,31922.99,25
631,883,458,3,20788.64,29
632,500,471,5,34187.19,2
633,764,20,2,36600.27,40
634,208,196,5,58817.96,5
635,619,217,4,1440.77,16
637,621,316,5,32395.54,15
638,101,192,5,28427.81,27
639,381,142,5,40319.23,38
640,372,348,3,16433.5,26
641,849,337,2,16558.64,29
642,652,50,2,13567.0,20
643,590,373,5,49635.8,37
644,674,278,-4,28588.61,35
645,698,164,3,49375.46,9
646,1022,108,5,41893.75,24
647,67,339,5,58066.64,40
648,708,43,2,44905.85,33
649,598,385,-3,27144.8,29
650,1198,86,5,21162.42,27
651,48,385,3,33430.73,31
653,253,50,4,13176.49,7
654,366,443,2,46035.79,25
655,721,385,2,25148.98,38
656,744,323,1,39887.65,40
657,651,258,5,31997.25,14
658,1014,388,4,17248.38,28
660,353,350,1,23062.87,26
661,841,97,1,37170.67,8
662,1031,42,5,34278.02,26
663,666,313,2,10070.89,40
664,187,488,3,1460.9,38
665,798,283,5,51819.95,10
666,491,90,4,56234.74,12
667,601,34,1,12499.74,29
668,909,124,2,58371.04,32
669,679,447,-2,14767.32,4
670,67,350,4,52037.06,30
671,145,401,4,57458.73,34
672,1094,366,1,26367.42,3
673,816,425,1,21866.06,32
674,902,220,1,6307.02,16
675,1188,386,1,43347.45,23
676,696,73,2,47753.63,13
677,676,329,1,27548.7,31
678,533,176,3,41382.73,21
679,529,291,3,35706.24,8
680,591,14,2,52822.22,36
682,901,345,3,9351.03,8
683,599,440,-4,15512.62,14
684,434,299,3,8986.97,0
685,1042,382,5,24410.09,39
686,705,330,2,35269.41,32
687,767,194,4,38937.75,33
688,992,460,4,952.53,4
689,634,106,2,9090.3,38
690,245,333,2,21454.44,29
691,25,431,5,53898.27,12
692,68,205,1,57126.49,32
693,1134,493,5,50811.68,34
694,115,229,5,31424.63,15
695,375,354,2,13777.56,29
696,545,283,3,5572.42,12
698,500,300,5,28689.21,6
700,975,102,1,32587.89,13
701,615,292,1,34944.64,7
702,907,399,2,35377.36,40
703,935,1,3,45298.16,38
704,362,169,5,29048.45,18
705,614,136,5,15016.42,17
706,1031,159,4,6777.06,11
707,654,458,5,28283.33,10
708,885,345,3,5764.62,28
709,1104,422,2,11696.37,6
710,437,158,5,18392.49,33
711,615,475,5,12696.49,9
712,394,393,4,47170.09,10
713,322,167,5,58871.15,38
714,552,118,3,28371.7,19
715,628,171,3,49770.95,20
716,872,289,4,45785.45,0
717,828,29,4,21281.36,8
718,562,10,2,12595.68,16
720,1147,379,2,47868.73,39
721,562,55,1,14663.96,20
722,963,488,1,46895.55,24
723,998,128,3,59217.06,37
724,208,29,3,16635.17,23
725,583,57,4,8143.66,4
726,848,423,2,52449.64,37
727,410,288,1,26351.85,20
728,534,286,5,49056.87,1
729,140,446,3,57436.29,23
730,914,383,2,11129.99,29
731,742,171,2,40692.36,16
732,48,72,1,38570.19,27
734,1050,192,1,33986.3,2
735,670,405,5,29571.37,36
736,138,377,1,33961.88,35
737,1090,82,5,50793.33,5
738,960,313,2,45139.25,27
739,954,232,2,39061.58,4
740,1179,174,4,31710.07,27
741,823,295,-3,480.6,24
742,462,166,4,9114.65,14
744,1177,474,3,53605.29,36
745,304,106,3,10977.04,1
746,81,400,2,32450.57,4
747,646,476,2,39524.21,12
748,869,139,2,56184.51,13
749,56,71,-4,7474.29,24
750,428,195,1,26864.06,25
751,780,303,1,5661.82,11
752,1185,371,5,7390.05,13
753,1002,380,5,21567.58,20
754,431,47,5,21655.52,16
755,936,9,1,22863.75,26
757,616,118,1,39060.92,24
758,33,488,3,43804.78,20
760,963,391,1,3764.77,13
761,601,191,5,24951.09,10
762,358,480,5,57921.48,11
763,225,403,2,1895.81,13
765,680,15,4,2149.94,9
766,96,277,4,45773.89,33
767,206,8,3,53841.6,5
768,136,58,4,27919.56,26
769,1100,226,-2,51429.25,40
770,976,241,3,7779.1,34
771,198,245,4,44948.26,36
772,450,264,2,48346.3,9
773,169,381,1,43064.36,18
774,216,128,2,15115.18,19
775,947,343,5,31243.02,36
777,1187,378,1,44901.36,24
778,406,94,1,8662.97,2
779,488,83,4,19419.69,36
780,705,97,5,24398.85,13
781,539,280,4,7157.37,17
782,1054,474,3,20301.55,11
783,999,396,5,27433.33,6
784,702,391,5,15845.51,23
785,53,494,5,7661.07,14
786,228,62,5,42790.45,8
787,629,232,4,33242.58,5
789,455,398,1,12000.76,22
790,311,289,5,31550.21,34
791,472,356,5,10088.53,10
792,340,326,5,13652.82,9
793,869,440,2,16777.44,25
794,1069,498,4,53635.3,29
795,615,1,1,15154.62,35
796,428,473,5,35679.7,4
797,841,72,2,28907.83,10
800,823,64,5,56666.03,9
804,931,79,1,52825.59,21
805,84,196,3,6858.97,29
806,345,449,4,45531.73,14
807,182,375,5,57588.09,23
808,1013,429,4,25358.28,40
809,574,432,3,54293.41,40
810,860,342,-3,58986.89,5
811,995,125,5,29749.07,37
812,545,54,4,33684.18,36
813,1063,446,4,2621.86,6
814,202,295,1,7136.65,15
815,864,418,4,43125.51,2
816,902,437,4,34443.36,33
817,817,417,4,40177.2,1
818,371,13,3,6018.37,26
819,936,435,3,21579.48,22
821,539,394,2,12641.92,35
823,183,171,3,37022.52,14
824,627,52,1,38403.16,20
825,382,388,4,12208.73,31
826,897,459,3,45310.77,10
827,229,98,5,18700.6,32
828,1148,152,5,32341.44,25
829,156,102,1,5523.48,38
830,829,437,3,8831.35,21
831,813,69,4,6307.2,18
832,169,166,2,26607.91,2
833,318,342,3,1678.92,14
834,449,126,2,26477.32,13
835,608,125,1,51466.13,30
836,849,285,5,59902.52,12
837,1063,298,4,37672.58,24
838,746,412,3,25935.75,23
839,481,164,5,21488.74,8
840,506,408,5,34779.61,6
841,1040,363,4,32168.06,6
842,467,369,3,43082.12,35
843,459,239,3,34498.12,3
844,897,255,-5,26227.44,10
845,919,287,1,53760.91,30
846,303,33,3,4018.22,17
847,57,366,5,29499.51,8
848,441,339,4,18658.53,19
849,1168,409,5,56781.44,9
850,645,442,1,58256.22,3
851,734,301,1,46499.79,4
852,1085,212,2,43980.12,15
853,368,428,2,1866.3,31
854,680,46,1,56774.21,36
855,794,413,4,22939.31,30
856,704,94,1,18740.6,11
857,517,256,1,11155.53,25
858,720,332,1,20449.24,6
859,42,451,5,3747.96,35
861,670,197,3,1756.45,36
863,1097,112,3,5908.25,9
864,1176,91,4,42411.42,11
865,912,16,5,2422.58,34
866,247,414,3,56108.45,6
867,370,303,5,10126.38,6
868,318,314,3,56275.31,35
869,918,484,1,40155.43,4
870,749,73,2,57627.19,31
871,828,22,3,3611.59,30
872,203,435,5,5548.11,20
873,1154,295,5,31348.2,34
874,579,165,2,26929.48,12
875,874,207,-4,22686.31,31
876,214,165,5,29097.86,24
877,589,395,1,31700.25,2
878,183,158,5,44896.3,36
879,643,379,1,32104.1,3
880,789,97,3,57854.81,3
881,889,379,5,31486.67,11
882,92,467,2,6009.18,11
883,656,38,2,29766.98,36
885,10,464,2,39609.69,21
886,799,424,2,22369.85,25
888,866,349,5,42639.33,40
889,559,210,1,25011.65,26
890,389,419,4,15280.19,0
891,810,22,4,7820.41,14
892,235,60,2,54142.81,31
893,1100,168,2,56615.84,16
894,816,146,5,17257.69,36
895,245,203,2,57017.52,35
896,412,66,5,59733.95,30
897,229,118,1,50002.37,11
898,139,124,4,36957.72,28
899,906,306,1,39806.32,32
900,388,394,2,43522.12,2
901,313,175,3,55318.2,22
902,116,201,4,9270.54,18
903,462,95,-2,20219.73,28
904,903,36,2,36139.44,18
905,294,281,3,3497.12,4
906,1095,9,5,43256.9,20
907,294,462,1,41090.56,0
908,1153,30,4,46144.86,7
909,73,289,5,4528.05,30
911,513,177,4,28799.83,9
912,738,115,2,17283.12,11
913,796,132,2,22147.88,1
914,615,74,1,27649.93,34
915,824,65,3,12565.25,25
916,856,236,4,26689.18,24
917,692,167,4,8073.57,33
918,445,365,2,34146.36,39
919,949,281,4,22551.52,19
920,290,241,1,32615.44,28
921,845,27,2,13108.97,35
922,788,480,-5,25963.85,28
923,423,198,5,40052.91,17
924,1154,394,2,38510.16,36
925,406,78,4,19057.79,15
926,268,391,4,19041.25,39
927,73,347,-1,47239.04,5
928,109,170,1,18866.3,22
929,309,491,2,18522.95,4
930,647,299,4,28557.73,11
931,208,411,5,9672.76,9
932,243,273,5,24639.83,35
933,962,359,3,41428.83,15
934,301,466,4,5914.43,2
935,781,243,4,28665.11,1
936,743,477,4,35134.98,11
937,41,497,4,56801.58,36
938,696,44,3,4226.51,8
939,807,470,2,6747.21,12
940,657,150,-1,21347.24,31
941,856,87,3,51090.04,12
942,1066,463,1,29427.58,10
943,490,359,3,15860.49,27
944,559,384,4,39598.69,21
945,268,447,-5,739.6,36
946,780,103,4,22863.01,2
947,554,357,4,20204.53,32
948,870,209,3,8027.17,22
949,1132,99,4,16970.3,5
950,174,413,-3,51702.6,7
951,264,413,1,14653.37,11
952,316,293,-2,46754.71,4
953,28,378,3,52222.56,39
954,1194,321,4,37897.07,21
955,217,314,1,3464.37,8
956,167,96,-1,43123.44,5
957,478,108,1,43047.05,24
958,1085,99,4,49071.3,31
959,382,241,3,43920.73,37
960,126,227,2,30504.31,5
961,405,135,2,52702.78,36
963,467,84,4,38154.29,37
964,845,260,3,13173.67,16
965,494,272,1,39325.05,16
966,331,34,1,3860.7,22
967,124,318,-4,4889.1,28
968,181,164,5,46306.03,23
969,135,292,3,43656.22,20
970,984,190,4,18084.81,31
971,390,117,5,10316.12,22
972,946,167,4,27871.07,29
974,649,196,2,24025.15,0
975,354,78,5,56767.97,13
976,802,242,-2,16326.32,12
977,804,82,3,49803.71,35
978,390,250,5,43451.38,27
979,328,250,1,21266.83,6
980,663,362,4,36508.28,9
981,1013,412,2,25039.09,0
982,325,174,3,41075.05,27
983,266,272,3,20531.72,23
984,263,190,-5,58228.8,4
985,758,214,2,12646.41,20
986,641,325,4,47229.69,35
987,679,358,2,54121.16,20
988,1173,498,2,42515.48,39
989,511,251,5,28238.18,1
990,196,197,2,37454.06,5
992,566,365,2,21890.57,3
994,300,402,3,57404.39,31
995,1099,103,2,57467.77,38
