order_id,customer_id,order_date,status,region_code
211,138.0,2025-06-08 02:20:57,DELIVERED,WEST
212,414.0,2026-04-11 12:46:45,PLACED,SOUTH
213,217.0,2026-04-11 13:00:24,PLACED,SOUTH
214,39.0,2025-01-04 20:03:51,CANCELLED,EAST
215,,2025-08-06 05:51:14,PLACED,NORTH
216,455.0,2026-06-28 00:14:12,CANCELLED,NORTH
217,157.0,2024-08-07 00:19:51,SHIPPED,NORTH
218,533.0,2025-04-18 07:51:48,DELIVERED,SOUTH
219,524.0,2026-01-19 06:36:21,RETURNED,NORTH
220,510.0,2026-06-12 11:53:47,SHIPPED,SOUTH
221,207.0,25-11-2024,DELIVERED,WEST
222,509.0,26-05-2025,SHIPPED,WEST
223,92.0,2026-04-16 09:01:26,PLACED,WEST
224,524.0,2026-01-25 11:55:27,PLACED,NORTH
225,468.0,2025-02-03 04:42:27,DELIVERED,EAST
226,179.0,2024-11-07 22:57:12,PLACED,EAST
227,437.0,2025-02-09 09:48:56,PLACED,NORTH
228,10.0,2026-05-11 16:13:57,SHIPPED,SOUTH
229,275.0,2025-11-25 08:06:51,PLACED,EAST
230,411.0,2026-04-30 10:59:52,CANCELLED,WEST
231,490.0,2025-06-12 23:26:02,CANCELLED,SOUTH
232,61.0,2025-10-24 07:19:54,SHIPPED,NORTH
233,583.0,2024-09-13 09:45:18,CANCELLED,SOUTH
234,30.0,2025-07-10 01:28:56,SHIPPED,WEST
235,422.0,2024-11-17 15:51:21,CANCELLED,NORTH
236,13.0,2025-09-09 23:58:43,RETURNED,SOUTH
237,347.0,2026-04-23 15:07:11,RETURNED,NORTH
238,494.0,2025-08-12 11:32:14,DELIVERED,WEST
239,56.0,2025-04-22 11:14:50,PLACED,SOUTH
240,508.0,2025-03-02 14:57:07,SHIPPED,NORTH
241,339.0,2024-07-27 12:56:14,DELIVERED,NORTH
242,388.0,2025-06-05 17:54:11,CANCELLED,SOUTH
243,587.0,2026-04-25 07:15:28,CANCELLED,NORTH
244,122.0,2026-04-24 16:50:11,CANCELLED,NORTH
245,571.0,2026-04-15 00:36:21,RETURNED,NORTH
246,312.0,2024-09-13 05:10:36,RETURNED,SOUTH
247,350.0,2025-03-03 01:42:49,DELIVERED,NORTH
248,340.0,2025-10-26 02:43:15,RETURNED,WEST
249,464.0,2025-12-11 01:20:10,PLACED,NORTH
250,350.0,2024-11-06 03:15:17,DELIVERED,EAST
251,109.0,2025-12-26 23:23:36,PLACED,SOUTH
252,420.0,2024-09-13 22:54:40,PLACED,EAST
253,403.0,2025-12-07 05:25:04,SHIPPED,WEST
254,,2025-10-15 12:26:36,PLACED,WEST
255,127.0,2024-09-09 15:44:37,CANCELLED,WEST
256,138.0,07-12-2025,CANCELLED,NORTH
257,444.0,2025-12-22 07:23:36,RETURNED,WEST
258,182.0,2026-06-21 16:46:41,RETURNED,SOUTH
259,397.0,2025-09-29 10:45:07,RETURNED,EAST
260,255.0,2024-11-03 03:28:28,DELIVERED,WEST
261,464.0,2025-08-15 08:35:24,SHIPPED,SOUTH
262,525.0,2024-08-10 09:55:50,DELIVERED,EAST
263,223.0,2024-11-11 04:03:49,SHIPPED,SOUTH
264,354.0,2025-03-11 04:38:07,SHIPPED,SOUTH
265,331.0,2026-04-06 19:29:54,PLACED,EAST
266,428.0,2026-03-31 12:09:00,RETURNED,EAST
267,,2024-11-04 18:28:19,RETURNED,NORTH
268,58.0,2024-10-22 23:22:38,SHIPPED,EAST
269,294.0,2026-01-22 04:40:40,DELIVERED,SOUTH
270,303.0,2024-08-15 19:44:28,SHIPPED,NORTH
271,576.0,2025-02-19 08:59:20,SHIPPED,WEST
272,295.0,2025-12-24 17:02:07,PLACED,WEST
273,,2026-06-11 07:23:12,RETURNED,NORTH
274,454.0,2025-02-05 06:57:07,SHIPPED,EAST
275,202.0,2024-11-18 08:03:58,SHIPPED,EAST
276,77.0,2026-04-26 16:59:44,SHIPPED,SOUTH
277,42.0,2026-06-10 22:03:21,CANCELLED,EAST
278,599.0,2024-07-11 22:07:38,DELIVERED,NORTH
279,159.0,2026-01-19 10:44:31,PLACED,SOUTH
280,309.0,2024-07-18 06:12:39,CANCELLED,EAST
281,539.0,2025-07-07 20:21:31,SHIPPED,SOUTH
282,164.0,2025-07-08 14:08:48,CANCELLED,WEST
283,219.0,2026-02-19 04:05:45,DELIVERED,EAST
284,544.0,2025-09-26 11:04:21,CANCELLED,NORTH
285,247.0,2025-07-04 19:24:47,RETURNED,SOUTH
286,329.0,2024-12-14 18:19:06,CANCELLED,NORTH
287,290.0,2025-11-03 01:42:45,PLACED,EAST
288,499.0,2025-06-05 18:54:56,PLACED,EAST
289,527.0,2025-05-28 02:56:13,PLACED,NORTH
290,551.0,2025-09-21 12:25:49,RETURNED,NORTH
291,219.0,2024-07-14 03:25:31,CANCELLED,NORTH
292,,2026-04-14 17:56:01,PLACED,SOUTH
293,39.0,2025-01-28 11:55:58,PLACED,NORTH
294,572.0,2025-10-11 13:07:29,PLACED,SOUTH
295,462.0,2026-02-28 10:09:53,CANCELLED,WEST
296,122.0,2024-12-08 00:23:34,RETURNED,NORTH
297,600.0,2024-11-21 08:42:58,PLACED,NORTH
298,297.0,2024-08-18 13:32:41,DELIVERED,NORTH
299,391.0,2025-03-21 07:02:18,CANCELLED,NORTH
300,140.0,2024-10-23 12:49:29,CANCELLED,EAST
301,383.0,02-08-2024,PLACED,SOUTH
302,404.0,2025-09-04 15:02:03,RETURNED,NORTH
303,353.0,2025-09-23 00:42:05,SHIPPED,WEST
304,146.0,2025-03-08 05:04:15,SHIPPED,SOUTH
305,199.0,2024-09-11 09:45:05,PLACED,SOUTH
306,56.0,2024-09-26 21:09:22,RETURNED,WEST
307,69.0,2026-07-05 05:52:42,DELIVERED,NORTH
308,339.0,2024-11-04 04:38:31,DELIVERED,SOUTH
309,292.0,2025-02-02 01:48:48,RETURNED,NORTH
310,462.0,2025-11-04 03:12:11,DELIVERED,EAST
311,581.0,2025-12-02 13:34:07,DELIVERED,EAST
312,321.0,2025-08-31 09:10:26,SHIPPED,SOUTH
313,284.0,2025-08-24 00:00:39,DELIVERED,SOUTH
314,492.0,2026-06-15 04:46:47,CANCELLED,WEST
315,565.0,2026-01-07 17:10:06,PLACED,SOUTH
316,288.0,2025-03-29 10:50:41,SHIPPED,SOUTH
317,79.0,2024-08-04 12:31:14,PLACED,NORTH
318,596.0,2026-01-21 17:22:24,RETURNED,WEST
319,38.0,2025-03-02 03:44:52,RETURNED,EAST
320,484.0,2026-04-25 23:15:05,SHIPPED,EAST
321,298.0,2026-02-28 12:40:40,SHIPPED,WEST
322,373.0,2026-01-14 08:49:52,RETURNED,NORTH
323,170.0,2026-03-17 08:41:23,RETURNED,SOUTH
324,580.0,25-08-2024,SHIPPED,WEST
325,500.0,2025-06-18 06:19:30,SHIPPED,NORTH
326,212.0,2024-10-06 11:26:34,RETURNED,EAST
327,48.0,2026-03-29 02:55:04,PLACED,EAST
328,281.0,2025-03-06 19:42:58,DELIVERED,SOUTH
329,80.0,2025-05-07 13:59:43,RETURNED,EAST
330,529.0,2024-12-09 15:05:54,CANCELLED,EAST
331,494.0,2024-12-09 01:10:18,RETURNED,NORTH
332,170.0,2024-08-20 20:15:16,SHIPPED,NORTH
333,154.0,2025-08-30 17:07:24,SHIPPED,SOUTH
334,122.0,2026-06-24 17:41:00,SHIPPED,WEST
335,494.0,2025-07-30 17:25:42,CANCELLED,WEST
336,,2024-09-11 09:10:26,PLACED,SOUTH
337,165.0,2025-12-20 06:18:37,SHIPPED,NORTH
338,171.0,2025-09-24 02:52:05,DELIVERED,SOUTH
339,578.0,2026-02-05 02:16:07,PLACED,EAST
340,483.0,2025-12-07 15:34:03,CANCELLED,SOUTH
341,147.0,2025-05-17 07:05:20,RETURNED,SOUTH
342,172.0,2026-03-20 15:22:38,DELIVERED,WEST
343,388.0,2025-01-15 00:25:31,CANCELLED,SOUTH
344,517.0,2025-09-02 11:18:56,CANCELLED,SOUTH
345,40.0,2025-10-07 14:36:26,RETURNED,NORTH
346,553.0,2026-05-17 13:45:23,PLACED,WEST
347,45.0,2025-10-01 01:37:38,RETURNED,WEST
348,391.0,2025-07-06 22:46:58,DELIVERED,NORTH
349,239.0,2025-12-23 23:54:25,PLACED,EAST
350,264.0,2025-07-07 22:20:54,SHIPPED,NORTH
351,592.0,2026-02-19 13:18:50,RETURNED,NORTH
352,211.0,2026-04-15 20:09:28,DELIVERED,WEST
353,600.0,2024-12-26 08:09:15,DELIVERED,EAST
354,375.0,2025-02-06 12:53:15,RETURNED,EAST
355,209.0,2024-11-27 17:30:40,CANCELLED,WEST
356,496.0,2024-10-03 16:32:27,DELIVERED,EAST
357,408.0,2025-06-13 22:20:31,SHIPPED,NORTH
358,166.0,2026-02-11 08:07:22,PLACED,SOUTH
359,564.0,2025-12-30 01:07:54,RETURNED,NORTH
360,6.0,2024-12-07 19:00:53,PLACED,SOUTH
361,91.0,2025-10-01 19:28:28,PLACED,EAST
362,39.0,2025-05-08 05:19:15,CANCELLED,WEST
363,59.0,2024-08-11 13:44:15,SHIPPED,WEST
364,,2025-03-21 18:05:13,DELIVERED,SOUTH
365,529.0,2026-02-18 03:21:29,SHIPPED,SOUTH
366,1.0,2024-12-11 10:47:49,SHIPPED,NORTH
367,362.0,2025-10-20 07:12:10,CANCELLED,WEST
368,71.0,2025-11-25 09:14:17,PLACED,EAST
369,597.0,2025-01-11 04:30:58,DELIVERED,EAST
370,200.0,2024-08-27 21:27:34,CANCELLED,WEST
371,417.0,2025-02-13 16:37:30,RETURNED,NORTH
372,349.0,2025-08-15 02:24:50,PLACED,EAST
373,589.0,2026-01-20 15:26:15,DELIVERED,WEST
374,250.0,2024-09-30 11:55:18,DELIVERED,WEST
375,29.0,2025-03-09 19:08:45,CANCELLED,NORTH
376,226.0,2025-04-24 15:32:13,SHIPPED,EAST
377,549.0,2025-08-28 22:14:58,PLACED,EAST
378,351.0,2026-06-10 16:25:38,PLACED,SOUTH
379,588.0,2026-03-09 03:09:53,DELIVERED,SOUTH
380,195.0,2024-11-28 01:34:41,CANCELLED,SOUTH
381,272.0,2026-03-10 10:24:54,SHIPPED,SOUTH
382,365.0,2026-05-14 01:09:23,SHIPPED,NORTH
383,505.0,2025-06-24 07:41:11,RETURNED,NORTH
384,44.0,2025-06-20 22:54:16,CANCELLED,EAST
385,589.0,2024-08-04 07:34:49,DELIVERED,WEST
386,524.0,2024-10-16 12:09:44,DELIVERED,WEST
387,56.0,2024-10-30 20:20:53,RETURNED,WEST
388,515.0,2025-06-10 19:31:22,DELIVERED,WEST
389,469.0,02-04-2026,PLACED,WEST
390,216.0,2026-04-24 19:10:49,CANCELLED,NORTH
391,266.0,2025-06-12 03:59:37,SHIPPED,EAST
392,352.0,2026-02-24 01:46:07,DELIVERED,SOUTH
393,382.0,2026-05-18 01:45:31,DELIVERED,WEST
394,135.0,2024-08-19 06:20:45,RETURNED,SOUTH
395,242.0,2025-07-24 23:23:45,RETURNED,WEST
396,154.0,2025-08-26 00:29:36,CANCELLED,NORTH
397,530.0,2025-11-16 18:01:31,RETURNED,EAST
398,576.0,2025-08-18 21:17:26,RETURNED,NORTH
399,62.0,2024-07-23 00:21:10,SHIPPED,EAST
400,461.0,2025-09-04 02:50:54,DELIVERED,EAST
401,264.0,2025-03-08 15:44:01,DELIVERED,NORTH
402,204.0,2026-05-09 14:19:52,RETURNED,SOUTH
403,333.0,2026-02-10 15:28:20,RETURNED,WEST
404,81.0,2024-08-26 17:00:19,CANCELLED,EAST
405,172.0,2024-10-26 09:43:56,DELIVERED,WEST
406,74.0,2026-03-15 11:37:32,PLACED,SOUTH
407,299.0,2025-03-14 02:02:51,DELIVERED,WEST
408,372.0,2025-04-09 10:43:53,RETURNED,WEST
409,24.0,2025-08-03 14:48:40,SHIPPED,SOUTH
410,82.0,2024-11-07 13:53:15,SHIPPED,SOUTH
411,,2025-09-24 18:50:26,RETURNED,NORTH
412,86.0,2024-11-23 05:13:38,PLACED,EAST
413,400.0,2024-10-02 16:39:15,DELIVERED,SOUTH
414,,2026-01-31 19:52:07,SHIPPED,SOUTH
415,334.0,2025-02-19 12:49:55,CANCELLED,WEST
416,279.0,2026-03-27 23:04:10,RETURNED,WEST
417,553.0,2025-12-09 20:45:52,SHIPPED,WEST
418,578.0,2025-01-23 15:57:09,CANCELLED,EAST
419,233.0,2024-09-10 17:53:14,PLACED,WEST
420,,2026-04-11 00:11:15,DELIVERED,NORTH
421,140.0,06-04-2025,DELIVERED,EAST
422,,2026-03-07 05:50:25,CANCELLED,EAST
423,300.0,2025-02-15 09:43:53,RETURNED,SOUTH
424,194.0,2025-07-27 21:59:55,CANCELLED,WEST
425,400.0,2024-11-14 04:25:47,CANCELLED,SOUTH
426,246.0,2025-04-08 16:45:36,RETURNED,EAST
427,276.0,2024-08-05 15:46:55,CANCELLED,SOUTH
428,297.0,2024-12-03 23:16:57,PLACED,WEST
429,,14-09-2024,SHIPPED,EAST
430,548.0,2025-07-13 23:02:46,PLACED,SOUTH
431,129.0,2026-02-13 00:19:04,CANCELLED,NORTH
432,506.0,2026-05-01 09:26:27,SHIPPED,EAST
433,511.0,29-10-2024,DELIVERED,WEST
434,83.0,2025-03-14 18:56:20,SHIPPED,NORTH
435,557.0,2025-06-27 12:11:17,CANCELLED,SOUTH
436,391.0,2026-04-08 16:37:08,PLACED,NORTH
437,395.0,21-02-2025,CANCELLED,SOUTH
438,472.0,2025-03-05 10:55:19,PLACED,SOUTH
439,320.0,22-01-2026,DELIVERED,SOUTH
440,563.0,2024-09-19 02:41:22,RETURNED,NORTH
441,204.0,2026-06-26 20:56:14,DELIVERED,NORTH
442,116.0,2025-07-21 09:01:30,SHIPPED,WEST
443,283.0,2026-07-04 12:05:12,RETURNED,NORTH
444,44.0,2024-12-06 05:25:55,RETURNED,WEST
445,92.0,2024-08-05 01:00:42,SHIPPED,SOUTH
446,347.0,2025-04-18 11:12:03,PLACED,NORTH
447,550.0,2026-04-02 01:37:39,PLACED,SOUTH
448,572.0,01-10-2024,DELIVERED,WEST
449,387.0,21-02-2025,DELIVERED,SOUTH
450,449.0,2024-08-10 12:06:08,RETURNED,EAST
451,581.0,2026-03-20 21:05:36,SHIPPED,EAST
452,568.0,2026-04-07 05:29:09,SHIPPED,NORTH
453,270.0,2025-03-09 19:15:58,RETURNED,EAST
454,519.0,2026-04-19 20:58:12,CANCELLED,SOUTH
455,373.0,2024-09-22 15:44:22,RETURNED,SOUTH
456,552.0,2026-01-20 00:29:36,CANCELLED,SOUTH
457,565.0,2026-01-04 22:53:52,SHIPPED,EAST
458,,2024-07-25 18:18:12,PLACED,NORTH
459,183.0,2026-01-14 09:44:23,PLACED,SOUTH
460,33.0,2025-10-19 00:13:00,RETURNED,WEST
461,263.0,2024-12-09 15:06:14,PLACED,EAST
462,14.0,2024-12-02 20:13:59,SHIPPED,WEST
463,480.0,2025-02-03 16:09:07,PLACED,EAST
464,426.0,2025-08-02 03:47:39,DELIVERED,NORTH
465,42.0,2026-01-24 20:19:21,PLACED,EAST
466,532.0,2025-11-11 14:00:53,PLACED,NORTH
467,195.0,2025-01-24 12:13:58,SHIPPED,SOUTH
468,572.0,2024-11-01 09:20:05,RETURNED,WEST
469,591.0,2024-09-30 22:51:17,DELIVERED,WEST
